,author,content,time
37488,一只小小的小白,转发微博,2019-06-19 18:35
7741,福州日报,日本城市与奥特曼故乡M78星云结为友好城市5日日本福岛县须贺川市与奥特曼故乡M78星云光之国举行结成友好城市的仪式该市市长桥本克也奥特之父奥特曼等人出席仪式桥本市长称希望借助圆谷英二创造的奥特曼超人战胜震灾及核泄漏事故的危机环球网O网页链接,2013年05月08日 09:15
78499,毛开云,国际原子能机构IAEA总干事格罗西14日接受日媒采访谈及日本决定将福岛核电站核废水排入海洋一事时表示国际原子能机构将会经常性参与排污监控等工作但国际社会反对情绪高涨此举不能消除国际担忧据日本共同,4-15
31952,中国科学报,福岛核泄漏首次全球调查出炉研究显示这次事故释放出了两种铯的放射性同位素超过80的放射性物质沉淀在了海洋和河流中人类遭受的直接核辐射很少平均算来世界上大部分人所受到的辐射剂量为01毫希沃特相当于在医院接受了一次2秒左右的X光照射日本人受到的辐射剂量有05毫希沃特福岛附近居民在事故发生3个月内受到的辐射剂量最高有15毫希沃特通常来讲放射病的高概率发作需要累计1000毫希沃特的辐射剂量via科技日报O2011年福岛核泄漏首次全球调查出炉收起全文d,2017年05月10日 16:37
73405,明明,哦爱国不希望自己国家像乌克兰叙利亚就成了极端民族主义你们好厉害2021年了你们还存在呢,04-13
24809,青松树上吃松果的松鼠7_1994,四大海域进入休渔期我们休渔日本倒核废水,05月02日 19:37
24716,hammer同学上课请认真听讲-,任豪没有人比R1SE更爱R1SE怎么还有热搜啊是怕别人忘了核废水的事情吗,05月02日 21:46
56323,喵喵妞乌子,看着评论难受新京报真的变了吗大三的时候做小组作业看完了新京报的建立故事看到书里写为了一篇调查报道光着膀子印版真的有被感动到闺蜜去实习说他老师为了揭露真相冒着各种危险被别人威胁理直气壮地吼回去陈杰大大把镜头对准腾格里沙漠日本核污染所以发生了什么,2020-03-06 22:18
6342,江南晚报,日本福岛灾后恢复滞后法新社报道日本福岛县重建顾问组组长铃木浩5日表示日本2011年大地震后与宫城和岩手相比福岛的灾后重建滞后由于福岛核电站事故的影响福岛的情况非常复杂现在一些人虽然回到了核电站附近地区但大多数人仍生活在别处via微天下,2013年03月06日 22:02
21201,半夜耍流氓,精日佬们舔的是废水储水罐码放的整整齐齐正常人怒的是核废水倾倒的肆无忌惮大义和小节有些只是装睡吧,05月17日 09:28
70568,要知耻啊,回复好自為衹来我送两桶水一桶工匠精神厕水一桶核废水,2021-03-11 10:09
43484,-milkypeach-,切尔诺贝利日记去了解一下切尔诺贝利核泄漏的历史看完觉得还挺喜欢这部豆瓣评分低是因为这种恐怖片风格比较小众吧2葡萄牙,2019-09-18 02:41
14586,信封里的爱意_,笑死咯就他妈追个星天天被骂二鬼子逼我喝核废水踢国籍,05月05日 20:13
79796,国际金融报,日本为何着急排放核废水安全吗全面详解核废水排海计划排放后将带来哪些影响和危害为何着急排放2011年3月11日日本东北部海域发生90级地震地震引发了海啸后世界上最大的国际金融报2021412,2021-4-12
72535,月球环形山雕刻家,曰本外务省这些年花的钱确实挺有用的一堆精曰孝子赶着趟地来给脚盆鸡洗地建议孝子们现在立刻马上飞去脚盆本土每人一天十八公斤核废水均匀分配全部喝完然后自沉濑户内海也算死得其所成全你的孝道,2021-04-10 19:35
62677,kkkkinks,日本福岛核污水可能损害人类DNA损DNA碰上损DNA了呗,2020-10-26 14:23
33200,没什么就是想换个昵称试试,NBO5集迷你剧切尔诺贝利EP01链接O网页链接提取码utat该剧聚焦1986年4月26日震惊世界的切尔诺贝利核泄漏事故讲述这场史上最严重核事故中众人为为拯救处于灾难中的欧洲做出了怎样的牺牲全剧共5集5月6日HBO开播,2019-05-08 10:45
4066,广州侨安投资顾问有限公司,马耳他移民優勢5月6日凌晨4时日本北海道电力公司泊核电站3号机组全部核分裂反应停止反应堆彻底停运至此日本54个商用核反应堆全部停运日本自1970年来时隔42年也是在东京电力福岛第一核电站事故发生1年零巨龙出国集团移民快讯详情请留意O网页链接,2012年05月22日 18:02
29520,新浪吉林,震惊团伙走私日本辐射海鲜卖到中国案值达23亿昨天青岛海关公布一走私团伙近两年来走私帝王蟹等高档海鲜5000余吨部分海鲜产自受核辐射污染的日本福岛附近海域被换装后运往境内2011年日本311大地震后几乎所有国家都禁止进口日本福岛附近海域的海鲜O网页链接,2016年08月22日 16:30
63029,九下卫,日本福岛核污水可能损害人类dna截至今年9月日本福岛核电站已存约123万吨核污水预计2022年容量将达极限据日媒报道日本政府或于10月后决定污水是否排放入海具体时间尚未透露对此有研究机构表示若污水入海辐射57天即可扩散大半个太平洋更有环保组织警告污水中的辐射物恐影响人类DNAL央视新闻的微博视频收起全文d,2020-10-26 17:48
1172,竹溪,日本政府向东电援助115亿美元用于核事故赔偿域外法制依法行政网日本政府昨天批准向东京电力公司提供资金大约9000亿日元约合115亿美元帮助该巨头赔偿福岛核电站事故受害者O网页链接,2011年11月05日 10:40
13739,东栏篱歌asroc,一瞬间形如恶性肿瘤国内网络媒体刊发了一些日本奇形怪状的农作物图片近来变身优雅公主款款的走来嘴角带着迷人的浅笑比如一个大西红柿上长出多个小西红柿这是两年前发生的福岛核电站核泄漏造成的结果吗,2018年10月21日 16:24
38556,石竹__,苏格兰核电站发生放射性污染瞒20天后才公布引众怒6月27日苏格兰敦雷核电站总经理宣布因人为失误造成核电站放射性污染泄漏意外发生于6月7日工人立刻被从现场疏散当地部门即刻展开调查相关负责人称污染微不足道从未将民众置于险境之中但民众不接受这套说法L世面的秒拍视频收起全文d,2019-06-28 14:36
97361,Bella Lee,可是中国的生育率,04-14
98363,知乎用户,恐怖,2017-02-03
70977,小书童边缘东,外媒国际奥委会将从中国采购疫苗提供给东京奥运会及北京冬奥会参赛者据法新社刚刚消息国际奥委会主席托马斯巴赫11日宣布将给东京奥运会和北京冬奥会的参赛者提供从中国采购的疫苗报道称巴赫说中国奥委会已经提出要为两个赛事的参赛者提供额外的疫苗他表示国际奥委会将为奥运会和残奥会代表队支付这些额外的疫苗费用环球网收起全文d,2021-03-11 21:50
24948,lancelot917,罐儿就会鞠躬放屁跳跳兲虎躬犟精神月刊勇者KuMa君鞠躬鞠躬开水族馆的生物男早说了日本政府这十年来信誉快丢光了狗屎一样的躬犟精神zerofabric看看这些新闻真不知道某些人相信日本核废水经过处理是达标排放的信心从哪里来的另这个最后被送回的会是个什么东西呢贫,05月02日 15:54
82130,小陈要过BMI,只恨中国暂时不够强大话语权不够,04-13
67197,诺皎洁合群,日本的核废水排入太平洋这海产品还能吃吗,2020-11-26 14:21
55490,一滋噶,湖北将临床诊断病例数纳入确诊病例数湖北新增14840例湖北累计报告新冠肺炎病例48206例随着对新型冠状病毒肺炎认识的深入和诊疗经验的积累针对湖北省疫情特点国家卫生健康委办公厅国家中医药管理局办公室印发的新型冠状病毒感染的肺炎诊疗方案试行第五版在湖北省的病例诊断分类中增加了临床诊断以便患者能及早按照确诊病例接受规范治疗进一步提高救治成功率根据该方案近期湖北省对既往的疑似病例开展了排查并对诊断结果进行了订正对新就诊患者按照新的诊断分类进行诊断为与全国其他省份对外发布的病例诊断分类一致从今天起湖北省将临床诊断病例数纳入确诊病例数进行公布2020年2月12日0时24时湖北省新增新冠肺炎病例14840例含临床诊断病例13332例其中武汉市13436例黄石市37例十堰市26例襄阳市13例宜昌市26例荆州市321例荆门市231例鄂州市204例孝感市123例黄冈市264例咸宁市9例随州市31例恩施州26例仙桃市20例天门市69例潜江市4例全省新增病亡242例含临床诊断病例135例其中武汉市216例黄石市3例襄阳市1例宜昌市3例荆州市2例鄂州市2例孝感市4例黄冈市4例咸宁市1例随州市2例恩施州1例仙桃市3例新增出院802例含临床诊断病例423例其中武汉市538例黄石市17例十堰市11例襄阳市6例宜昌市10例荆州市22例荆门市11例鄂州市23例孝感市28例黄冈市89例咸宁市19例随州市11例恩施州10例仙桃市5例天门市1例神农架林区1例截至2020年2月12日24时湖北省累计报告新冠肺炎病例48206例含临床诊断病例13332例其中武汉市32994例含临床诊断病例12364例黄石市911例含临床诊断病例12例十堰市562例含临床诊断病例3例襄阳市1101例宜昌市810例荆州市1431例含临床诊断病例287例荆门市927例含临床诊断病例202例鄂州市1065例含临床诊断病例155例孝感市2874例含临床诊断病例35例黄冈市2662例含临床诊断病例221例咸宁市534例含临床诊断病例6例随州市1160例恩施州229例含临床诊断病例19例仙桃市480例含临床诊断病例2例天门市362例含临床诊断病例26例潜江市94例神农架林区10例全省累计治愈出院3441例全省累计病亡1310例其中武汉市1036例含临床诊断病例病亡134例黄石市9例十堰市1例襄阳市13例宜昌市11例荆州市23例荆门市24例鄂州市30例孝感市49例黄冈市58例咸宁市7例随州市14例恩施州4例含临床诊断病例病亡1例仙桃市16例天门市10例潜江市5例目前仍在院治疗33693例其中重症5647例危重症1437例均在定点医疗机构接受隔离治疗现有疑似病例9028人当日排除3317人集中隔离6126人累计追踪密切接触者158377人尚在接受医学观察77308人收起全文d,2020-02-13 07:48
91695,玉逸轩1989,氢弹是个段子那样会把问题加重,04-23
40546,TGV5,韩媒128万吨福岛海水疑排入韩国或受核污染据8月21日韩国SBS电视台报道福岛周边6个县市近海约128万吨可能受核污染的海水被注入来往船只的减摇水舱并在到达韩国海域后排出报道还指出其中直接从福岛海域注入并排入韩国的高危核污染海水约有6703吨目前韩媒的说法并未得到证实L时差视频的微博视频收起全文d,2019-08-22 08:20
476,朱耀忠_JAPAN,日本资讯福岛核事故一员工因患白血病死亡东电宣布曾参与福岛第一核电站复原工作的一名40多岁男性员工因患急性白血病而死亡此人所受辐射量为05毫希据透露该男性从8月上旬起从事了一星期的辐射管理等工作他在自诉身体不适后接受检查但不久后死亡共同社,2011年08月30日 22:26
50509,Yutou鱼,力推lt啊荒野gt这部电影长达五个小时分前后篇因尺度过于大被定位R级起初因菅田将晖才看后来这五个小时因为过于好看我一口气就看完了荒野的上篇我看到的更多的是拳击是主角们各自的人生到了下篇我看到的东西就多了起来看到了国家和人民的映射看到了彻底的自我抗争更多的看到了孤独苏打演得好其他几位演得更好梁益准尤甚从多线程叙事到彼此交集小人物们的水深火热被描写得很克制所以爆发也恰到好处拳击在文字和影像作品里总是属于失败者和边缘人的运动挥出的拳闪着光划破生活的泥泞舞台剧在整部片子的基调里显得突兀但我喜欢它血色和尸体为舞台落幕寒2年前1不是涩谷也不是池袋而是新宿2稀薄的空气中有最浓厚的生与爱的欲望3福岛核泄漏老人介护经济征兵制始终居高不下的自杀率这个如荒野一般的世界从未变过4人类最后的疾病名为希望5怀着极致的恨意活着不仅仅是是在拳击这件事上6憎め憎め憎め所以大家看吧收起全文d,2019-11-19 23:41
80234,烽火集中营,日本排放核废水或将是阴谋钚储备可造6000枚核弹只缺一个借口关于日本不顾全世界安危执意将125万吨核废水排放入海的新闻有专家表示背后或许有很大的阴谋即此事件很大概率是美国在背烽火集中营2021518,2021-5-18
56214,繁花大官人,日本核泄漏事故灾难后果因核辐射造成儿童眼睛发育畸形瞳孔在外眼白在内,2020-03-03 19:46
16083,爱哭的神寒雪61764,明日方舟有好多人酸杨颜xf靠两面包夹芝士得到的流量还有人借这个视频的播放量压过五四的视频来污蔑青年可惜全都没说在点子上他是火在造梗吗是因为他借着酒劲说出了大家都关心的都想去做的好好的给那帮排核废水的废物们一拳这种真切不也是一种爱国吗,05月07日 02:42
22165,睿思天下,日本可能是携核废水以威胁全球日本核污水入海影响有多大近日德国机构分析仅仅需要57天时间日本核废水就能污染整个太平洋大部分地区而且更可怕的是核污水很难清理干净核污水中还有半衰期长达1570万年的物质到底影响多大可能谁也不知道近日根据德国机构计算机模拟如果日本核废水大量倒入大海57天时间内核污水可能就会随着大洋环流流向美国和加拿大沿岸太平洋大部分地区将被污染3年内核废水将会污染整个太平洋将对美国和加拿大地区的环境造成更严重影响原来都想着日本企业技术挺牛的肯定能够研发出核污水无害处理的技术的但是这么多年过去了日本企业竟然研究不出来处理核废水的技术这里面可能就看出来日本企业的可怕之处可能并不是日本企业研究不出来而是企业不愿意花钱研究更不愿意花大价钱处理这些核污水这样日本企业就能够多赚钱而不处理核污水企业就不会多花钱而这次日本准备把核污水放入大海想让核污水污染全球这件事情可能才是最可怕的事情前些年切尔诺贝利核电站事故也非常严重但是在陆地上而且基本上做了很多填埋处理污染基本上只是限于当地不会对其他国家造成影响但是现在日本却要把核污水放入大海污染全球日本企业只顾赚大钱而却不想花钱处理核废水想把核废水倒入大海让全球各个国家一起承担恶果真的是细思极恐这件事情可能才是最可怕的事情了日本核污水57天将污染半个太平洋日本政府基本决定将福岛核污水排入大海收起全文d,04月11日 23:25
68472,叫我清凉君,作为底层民众无法干预高层决定更不要说涉及到全球范围内假使有一天核废水决议通过了日本真的要像海洋排放核废水对于核裂变核聚变不了解的普通民众能做什么只能默默等死不了解核能的强大不了解对人体会有什么样的反应不知道自己会从外到内溃烂只关心当心利益先发展后治理永远是错误决定,2021-01-18 21:39
68742,迷雾归来Simp森,日本71级地震福岛附近海域是不是小日本瞎排放核废水惹怒海底的怪兽了,2021-02-13 22:38
77966,南方大观察,比新冠更危险日本福岛核辐射问题严重青少年患癌率增加118倍讽刺的是自福岛核事故以来日本政府一直没能对福岛县的核辐射问题进行妥善处理时任日本首相的安倍晋三在位期间其内阁成员多次表示有向大阪湾排放,3-10
83189,Harden,日本就是个垃圾国家,04-16
31144,大漠瘦石,新华社记者冒死亲测福岛日本核辐射有多严重去不去日本每个人都有自己的判断和选择的权利但前提是充分了解现状和态势作为中国记者我们有责任把真实的情况告诉我们的同胞O网页链接,2017年02月25日 17:56
62206,ETF波段四哥,日本10月后或正式决定核污水排放入海据日媒报道日本政府可能在10月过后就福岛核事故中的受污染水排放入海一事作正式决定由于核污水储蓄罐即将装满日本政府近日考虑将其排放入海现存污染水全部处理并排放完需耗时约30年但污染水中的放射性氚难以被清除等原因引发强烈反对L央视网快看的微博视频收起全文d,2020-10-25 19:09
63042,小刀杨凡,日本其实不必这么浪费资源可以做成瓶装水专门出口中国表明是核废水中国有一批人会专买这种水喝的对日本而言既赚到了钱又消除了核污染对中国而言更是好处大大,2020-10-26 18:07
57780,吃西瓜de鹿和法语,法语这句话很有意思哦有俚语也有一些小知识如果不了解这些的话这句话是看不懂的一起来看看吧CommelenuagedeTchernobylquisarrêtaitauxfrontièreslecoronavirusàencroireDonaldTrumpépargneraitlargementlAmériquerougerépublicaineUndénideréalitéquirisquedefavoriserlacontaminationdetoutlepays就像切尔利诺的云会停止在边界一样根据特朗普的说法冠状病毒在很大程度上将不损害共和党领导下的美国否认了这有可能助长病毒在整个国家蔓延开来的实事解析1CommelenuagedeTchernobylquisarrêtaitauxfrontières就像切尔利诺的云会停止在边界一样谎言这句话的历史背景是在1986年切尔利诺核电站泄漏当时法国的核污染问题已经很严重了但政府为了稳定人心就说核泄漏对法国民众的健康没有任何的影响所以为了讽刺政府的谎言媒体就用这句来形容政府对这场灾难处置的方式现在也是这样的用法在这次新冠疫情中这句话也是经常出现的2lAmériquerougerépublicaine这句话里面的红色指的就是美国的共和党因为共和党的代表颜色是红色收起全文d,2020-03-29 20:06
1356,南方能源观察,永垂不朽阿涅斯福岛从所配的附图中可以直观看出两次同为7级核事故的污染对比福岛受核污染侵袭而不适于居住的陆地区域很小相反我们更需要关注的是海洋虽然海洋拥有极强的自净能力但我们在这方面的研究和经验还是太少了,2011年11月16日 12:28
91016,弗拉基米尔公爵,科普工作者的工作很伟大很辛苦我也很支持搞科普工作千万别把人性给搞没了,04-16
99557,燃放,然后呢对比,2017-02-06
29089,维瑞迪微救,福岛县葛尾村解除核事故疏散指示开始重建家园防灾学院应急包地震火灾应急逃生fzxycn微救地震应急模拟平台维瑞迪O网页链接,2016年06月13日 14:18
69159,一朵云骑尉,日本73级地震致福岛核电站冷却水溢出今后一周或将有强震日本修改震级为73级当地时间2月13日晚日本福岛东部海域发生73级强震震源深度55公里据日媒报道截至当地时间14日11时许地震已造成福岛县宫城县等地124人受伤东京电力公司称福岛第一核电站5号和6号机组反应堆楼顶的乏核燃料池有部分水溢出日本气象厅认为近两三天乃至今后一周或将发生强震日本福岛第二核电站冷却水发生轻微泄漏L时间视频的微博视频收起全文d,2021-02-14 13:28
11780,百变少女阿巴酱,福岛核废水57天可废掉半个太平洋来个人灭了这个国家吧哥斯拉别大战金刚了来战一战这个没人性的国家,04月13日 23:54
85611,逢印,核废水干嘛排海即然那么好为何不做成桶装水或自来水供日国人来用以提高日国的人种品质都长得高大魁梧不好吗狗日的,04-25
34763,疯癫先生丶丶丶,转发微博,2019-05-22 18:01
54803,轻舟治好了嗜睡症,福岛第一核电站的核废水处理方法政府的专家会议上表示排入海洋的方案更加可靠可实施报告书中提到的两种排放方法排入海洋和排入大气中认为排入海洋是有实际的经验的所以将会采用排入海洋的方法处理福岛第一核电站的核废水报告书通过的话政府会听取当地的自治体等的意见然后决定最终的处理方案趁大家还在被新型冠状病毒夺取关注力的时候给全世界的海洋里来点核废水染剂果然是亚洲之光看看视频就知道到底有多少罐有多少量的核废水了帮你们查了一下一个罐子10001200吨核电站内1000多个罐子目前已经超过100万吨还在增加日本福岛核污水或将排入太平洋L日本傻事的微博视频收起全文d,2020-01-31 21:14
8982,香港經濟日報,日本福岛核电站辐射污水渗漏有失控迹象废水流入太平洋规模达到每日300吨东京电力公司被指救灾不力迫使政府出手相助首相安倍晋三表明会采取必要措施善后东电多次阻漏未果正计划建造一道巨型海墙堵死地下水惟未知能否得到拨款O网页链接,2013年08月08日 08:48
25660,大王是傻狗,导演戎震回复xianlei211原来是皇军xianlei211这货自称在北大学物理前端时间还在为日本核废水洗地问他会喝处理过达标的核废水吗他说给钱多就喝要不然干嘛多此一举导演戎震NGO贴牌查看图片,05月03日 14:11
40953,谷物原香官博,向日葵葵花子性味甘平入大肠经有平肝祛风清湿热消滞气之功效向日葵一身是药其种子花盘茎叶茎髓根花等均可入药种子油可作软膏的基础药花盘有清热化痰凉血止血之功对头痛头晕等有效叶与花瓣可作苦味健胃剂茎叶可疏风清热清肝明目茎髓可健脾利湿止带根可清热利湿行气止痛花可清热解毒消肿止痛向日葵的作用1观赏其花朵明艳大方主要的价值便是观赏2降脂降胆固醇葵花子含脂肪油达50以上其中亚油酸占70此外尚含有磷脂等有良好的降脂作用对高脂血症及慢性高胆固醇血症有预防作用3葵花子及油有润肤泽毛之效新疆盛产葵花维吾尔族姑娘的辫子又多又长乌黑油亮据说与姑娘们爱吃葵花子有关4净化其可以吸收土壤中有害物质净化土壤和空气福岛第一核电站发生核泄漏事故之后日本政府就利用向日葵的这种特殊功能在污染区大量种植向日葵对有害污染物进行提取降解过滤固定或者挥发5利尿消炎健胃降压向日葵籽是休闲必备此外植株本身不仅可以食用还能入药可利尿消炎健胃降压6增强免疫作用向日葵油促进B胡萝卜素吸收有效增加血细胞中血红蛋白向日葵向往光明之花给人带来美好希望之花它全身是宝把自己无私地奉献给人类俄罗斯把国花定为向日葵收起全文d,2019-08-22 16:59
95970,Future,如果确定排放后人们因此致病致癌致畸是否可以起诉他们赔偿,04-13
42297,hahaha0000000000,福岛核电站污染水怎么办日本环境大臣称排入太平洋稀释9月10日日本环境大臣原田义昭就福岛核电站污染水发表言论称考虑过很多方案除了下定决心排入太平洋稀释几乎没有其他选项2011年3月11日日本东北海域发生强烈地震并引发海啸导致福岛第一核电站发生灾难性核辐射泄漏为控制反应堆温度东京电力公司注入大量冷却水因而产生含有辐射物质的污染水目前污染水已超过100万吨储水罐的目标容量是137万吨将在2022年达到极限如果将污染水排入太平洋将遭到渔民的反对并且会激怒韩国等邻国对此日本内阁官房长官菅义伟表示这只是环境大臣的个人观点日本政府将在专家小组提交报告后做出最终处理决定L全球眼News的秒拍视频收起全文d,2019-09-11 15:57
19038,油抱枇杷半遮面,谏山创一顿几斤核废水,05月12日 13:01
36123,清戈尔,转发微博,2019-06-12 18:16
67478,马关ty1895,中国式村霸治村背后有村支书获利58亿被村民称为土皇帝任重而道远我爱你中国我和我的祖国央视主播批形式主义我国单身成年人口24亿人教师队伍建设阿斗治未病成都大学党委书记毛洪涛安倍说服特朗普要对抗中国日本欲将123万吨福岛核污水排入大海日本福岛核污水可能损害人类dna美国在全球建了200多个生物实验室村霸现象普遍滋生的一个重要原因是农村选举制度存在漏洞导致一些村霸成为村干部北京市丰台区长辛店镇辛庄村原党总支书记石凤刚在征地拆迁中获利58亿元被村民称为O中国式村霸治村背后有村支书获利58亿被村民称为土皇帝收起全文d,2020-12-03 09:25
12348,种花家的蓝领兔,金毛喝茶玩LURE多摩的狸子博主下次当日吹前查下基本数据好不好米格战斗机联合体日本东电公司可是没有人性的公司雇佣外国研修生打扫福岛核电站夹心还是加薪米格战斗机联合体精进ing国内电价不到日本一半评论配图,2018年08月04日 19:23
91600,era tomato,感谢答主找到这么详实的资料,04-16
98419,「已注销」,日本专家化验我考试我自己监考,04-15
5519,县市瞭望,日本一千多吨受核污染金属垃圾被进口到宁波前几天宁波海关通报在从日本千叶起运的一千多吨废五金经查测定辐射源超过国家环控标准二百倍而据报导表示自福岛核泄露以来陆续有超过八千多吨受核污染的日本垃圾运抵中国被查出O网页链接,2012年09月04日 21:11
83416,还掩故园扉,哥斯拉表示这个好哎,04-14
23183,__致列__欧巴__苦海__,将核污染废水排到太平洋开什么国际玩笑日本宣布将核污染水排入海中快手创作者服务中心新闻快手快手L主持人筱洁的快手视频,04月20日 23:50
81916,声闻独觉,如何看待瑞典环保少女格蕾塔通贝里就日本决定将福岛核废水排放入海模棱两可的态度大致写点1往海里排放核事故废水是日方政府只图一己私利的无耻行为与排放量无关2日本政府和东电的执行力可靠性存疑需要世界各国介入监督3是否向海洋排放福岛核事故废水代价是全世界承担所以是世界议题不是日本能擅自决定的4如果日本一意孤行开始排放考虑到生物富集效应为了尽可能回避风险一段时间内可以回避食用海产品避免内照射5如果是按照计划的严格执行的排放这种低剂量核辐射的危害主要是每百万人每年新增多少癌症病例个体增加概率不高但总数不容忽视但这种程度的核辐射远远没到下海游泳就会头发牙齿脱落的程度切尔诺贝利抢险人员的急性放射病是高剂量辐射引起的没有必要过于恐慌6我国核电站运行安全水平在世界范围内处于领先水平7东电把2级事故拖成7级事故日本政府至今还没严惩东电高层是典型的人祸,04-16
40130,海峡导报,日本福岛核电站放射性污水将达极限排入海水方案遭反对日本福岛第一核电站用于存放含放射性污染水的储水罐将装满8月9日日本政府召开会议讨论处理方法其中按照标准将污水排入海中的方案遭到广泛反对目前各种方案实施起来都有难度所以会议并未决出具体方案时差视频L时差视频的微博视频收起全文d,2019-08-14 20:31
89660,寒江雪,污染了世界海洋海鲜都吃不了了地下水说不定还会有问题大毛的鱼子酱调伏尔加的水都被污染了大毛会不会送本子一枚氢弹帮他们体面一下,04-13
89571,什么奋不顾身,刘庸干净又卫生,05-08
33357,全球热门影视榜,HBO这部新剧切尔诺贝利简直要炸开播第一集豆瓣已飙至96烂番茄95新鲜度全球口碑爆棚本剧就是讲述那个著名的世纪性重大灾难切尔诺贝利的核泄漏事件第一集就全程高能年度神剧预定了L全球热门影视榜的微博视频,2019-05-11 22:29
21464,水番金匀,和日本人把核废水做成卡通形象如出一辙,05月18日 14:20
88869,AcFun电脑九课,看百科苏联在事故第一时间就投入抢救了真等一个星期欧洲都没了,04-19
24598,大闸蟹喝雪碧,任豪没有人比R1SE更爱R1SE不你更爱日本核废水,05月02日 22:04
56378,本质本质本质2020,一个健康人摔了个跤皮外伤很快就能爬起来继续向前走,2020-03-09 17:25
78464,古史新谈,日本我们的核废水处理的比纯净水还要纯净完全无害中国网友那为什么不留下来喝了留着灌溉也行呀日本哦这个美国我们高度赞扬日本处理福岛核废水的透明度和努力中国网友努力把核废水排到大海里,4-14
81991,可乐鸡翅吖,看这就是保护,04-13
99132,知乎用户,看完这答案我还以为日本已经沦为落后国家了,2017-02-05
26998,今晚报,国家核安全局普及核电常识十分紧迫拜托大家将核安全的常识传递给公众在发布会上核安全局专门给记者们提供了一叠核电科普资料在日本福岛核电站发生事故以后中国一度停止核电项目的建设和审批最近几年日益严重的雾霾状况让国家层面下决心重启核电O国家核安全局开展核安全文化专项行动普及核电常识十分紧迫,2015年01月15日 19:31
4722,莘远留学亚洲中心,前天是日本的海之日因东日本大震灾和核电站事故全面停止营业的福岛县磐城市的勿来海滨浴场两年来首次开放这是当地3位女导游尝试初泳日本旅游O网页链接,2012年07月18日 21:53
17818,共青团民勤县委,日本倒核废水她装死提到中国倒支棱起来了有事搜一搜没事看一看O日本倒核废水她装死提到中国倒支棱起来了,05月10日 15:21
75657,埃及一朵花,你们为什么会认为排放从北海道开始,04-13
