pca_1,pca_2,pca_3
-1.7067502304373634,0.46713634440319013,0.1372520682604569
-1.8160213401958618,0.30158445312588233,-0.03099144406535671
0.9998697581774966,0.8063228223816599,-0.5282967657541611
0.7931612316537754,-1.558169725391385,0.30846991276923397
-0.10398879746812939,1.743778881363041,-0.2815934816180443
-1.1309280743311267,0.5124458868561081,-0.013007384848873762
-1.4123572332104537,0.003919773257807457,0.12403611007332328
-1.1712737371326,-0.041531239394498466,0.2196839055527802
0.9649802451359791,0.40885107448843055,0.9727303335056956
0.260601285964349,0.41425079914421375,-0.5449732266170982
6.352908299886027,-5.647754168577803,1.1251806652188665
-0.9878989335107452,0.0006816597222590332,0.13494248758256264
-1.7504532852019181,0.4488407338358745,0.0196191544675453
-1.6573174136271058,0.21767002712637115,-0.13461146580584302
-1.495287257534742,0.3837334031768722,-0.07299190401189451
-0.20598727754435336,0.7403232947306148,0.567070139075836
-0.7332596287297393,0.7540463576265137,-0.5457330269937155
-1.7568655367812829,0.43890636960625,0.01237275850723216
-1.8504556350863888,0.28051857981492667,-0.03039748336819015
-0.7125295348066492,0.7672665611613304,-0.5562286750409957
0.02572089099085578,0.9142057521640251,1.1404378121162633
1.1376179603155727,-1.4114980434730735,0.34127840642458807
4.493473752726617,-2.477093805742513,-0.2700227768276729
0.8996164666945451,-1.9857665255888222,0.4508825416532352
-1.8330821361904162,0.3184535533339598,-0.023107518598118215
2.544299181560161,-0.2982025599837884,-1.3098437392334736
-0.8614811943638625,1.2724140239834696,0.3292325841783967
-1.8107492336217275,0.30608243089649323,-0.019784379369074886
1.3992270876290767,1.591188465740945,-2.7123596100067076
-1.2808262017154683,0.15797096978044559,0.36520012422670245
-1.243672969953618,0.6826772488814752,-0.6151417938845383
-0.7402259839835077,0.4018377657467011,-0.4228186639552146
0.6320127762347779,-1.1176173561018024,0.46789428476476463
-0.06966321696906219,2.3075451867377956,-0.1757873490053879
-1.8426818612438038,0.19581256241204328,-0.0663210642636238
-1.2022689991016724,0.6874675454958123,-0.5630457437692236
-0.8150514646704491,-0.8181373850811853,0.6023265285367063
-1.8499446134667406,0.2809294437923605,-0.031576175622969334
-0.6993301865091142,-0.5715323237938462,0.6425469453759941
-1.0768268634228622,0.8137136359545071,0.06140691584022331
-1.1057811487382134,0.9556193954309966,-0.42138644183980023
-1.5262706704731726,0.369293086983844,0.07247997086667589
6.4677467065328145,-3.833110534726297,-5.619221701552366
1.8080383512721983,0.24996588212915577,1.1396607152075355
-0.6222686826766518,0.21517412713814071,-0.6180678381555232
1.6628488456819297,0.6959198521769928,-0.7032513583570719
2.1720197172558335,0.12531359730460218,1.093239988205743
2.3039225722781578,-2.200475965060617,1.867087141931643
-1.8531580975583002,0.27356346856193603,-0.029587613160386685
-1.8426818612438038,0.19581256241204328,-0.0663210642636238
-1.2093947532469793,0.8248229441388958,0.15049816337547064
-0.4477211956303462,0.2436805358215429,-0.4927965422292845
-1.1949698246295837,0.6298388184259757,0.08304934317130445
-1.8503006466199141,0.27398624008934275,-0.030903145966112617
1.7696663931650276,-1.6561812212915132,-0.30395974033704826
-0.9443209578067926,0.14275255542853785,-0.6162024050156292
-0.7437276765821536,0.43083123008184226,-0.5377196539922935
-1.0252234327374623,0.13931237335851554,-0.5445191703834618
1.6736074617395245,-1.1685025708821781,1.3952226038782876
6.4677467065328145,-3.833110534726297,-5.619221701552366
1.7710456787543594,-1.8513856805249778,-0.909295037273584
-0.0072029554465409,0.9979526987137244,-0.0585676869225661
-1.7454223380720775,0.46928878503661714,0.0044867556751606585
0.5396345028173302,-0.9093719373710182,1.048068362061862
-0.6542949241489968,0.931152534550957,-0.474585026332276
0.5280136806472777,0.7389155401677653,-0.098108270367845
0.05475784078747169,-0.7969921542141168,0.06920365963634142
0.23713504856956116,0.00862341578253733,0.7508118620951806
1.1810563274831067,-1.4927083778268089,0.4982408140815214
-1.8511517509534072,0.2758590628959241,-0.027908037245784195
0.4934275524016587,-0.23886735214247534,0.8717215744783997
-1.8016158965063829,0.32373253813971387,0.007392919568659201
-0.7591923353023917,1.3346010877091743,0.18365079109846189
-0.8291117901251744,-0.7721797184183066,0.029465287888874116
1.598960712249883,-2.664426446660474,-0.2358790999391282
-1.844002742530373,0.2921977792862533,-0.028533230277444258
-1.8426818612438038,0.19581256241204328,-0.0663210642636238
0.4581404478247088,-0.2565503080884054,0.3800046509249811
-0.05329240501736899,-0.6964865561217659,0.5265307100331109
0.7739790621614492,-0.7049930815394727,-0.5493217310642312
-1.820298269739376,0.3150087353064452,-0.024545766462056938
-1.678082561026133,0.26792777059591233,0.10349003521835927
-1.0762975852883485,0.5051649329895337,0.21685822936297755
-1.853599583724951,0.2724563359091845,-0.0296148908352513
-1.6261679678605578,0.7049520118681578,0.11392916188053533
-0.46432364050617847,0.9722608154131335,-0.5366246468371804
1.678726916941431,-1.4561112842621151,1.0393940995288646
-1.771031856315049,0.3827256871639943,-0.004899987000545694
-0.10398879746812939,1.7437788813630413,-0.28159348161804526
-1.601887331369118,0.6047111456394278,0.18724321722216167
-1.8484544981609434,0.2834886409097345,-0.030599524948103272
2.6569621984443543,-1.9222596082250913,-0.7028173208859312
1.166107395123028,-0.02372905955534314,0.46053065625783746
0.9172093509782013,-0.8452089402283544,0.5688714082501862
