,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
280,湖北省,5806,141,204,荆门,36.0,0.0,1.0,227.0,0.0,5.0,2020-01-31
281,湖北省,5806,141,204,荆州,70.0,5.0,0.0,221.0,6.0,3.0,2020-01-31
282,湖北省,5806,141,204,鄂州,66.0,0.0,4.0,189.0,0.0,6.0,2020-01-31
283,湖北省,5806,141,204,黄石,55.0,0.0,0.0,168.0,0.0,1.0,2020-01-31
284,湖北省,5806,141,204,宜昌,50.0,0.0,0.0,167.0,0.0,1.0,2020-01-31
285,湖北省,5806,141,204,咸宁,36.0,0.0,0.0,166.0,0.0,0.0,2020-01-31
286,湖北省,5806,141,204,十堰,31.0,0.0,0.0,150.0,0.0,0.0,2020-01-31
287,湖北省,5806,141,204,仙桃,35.0,0.0,1.0,90.0,0.0,1.0,2020-01-31
288,湖北省,5806,141,204,恩施州,9.0,0.0,0.0,75.0,0.0,0.0,2020-01-31
289,湖北省,5806,141,204,天门,23.0,0.0,3.0,67.0,0.0,6.0,2020-01-31
290,湖北省,5806,141,204,潜江,2.0,0.0,0.0,12.0,0.0,1.0,2020-01-31
291,湖北省,5806,141,204,神农架林区,2.0,2.0,0.0,7.0,2.0,0.0,2020-01-31
292,湖北省,4903,90,162,武汉,356.0,0.0,25.0,2261.0,54.0,129.0,2020-01-30
293,湖北省,4903,90,162,黄冈,172.0,3.0,7.0,496.0,5.0,12.0,2020-01-30
294,湖北省,4903,90,162,孝感,125.0,0.0,3.0,399.0,0.0,6.0,2020-01-30
295,湖北省,4903,90,162,荆门,49.0,0.0,0.0,191.0,0.0,4.0,2020-01-30
296,湖北省,4903,90,162,襄阳,32.0,0.0,0.0,163.0,0.0,0.0,2020-01-30
297,湖北省,4903,90,162,荆州,50.0,0.0,1.0,151.0,1.0,3.0,2020-01-30
298,湖北省,4903,90,162,随州,27.0,0.0,0.0,143.0,0.0,0.0,2020-01-30
299,湖北省,4903,90,162,咸宁,18.0,0.0,0.0,130.0,0.0,0.0,2020-01-30
300,湖北省,4903,90,162,鄂州,39.0,0.0,1.0,123.0,0.0,2.0,2020-01-30
301,湖北省,4903,90,162,十堰,31.0,0.0,0.0,119.0,0.0,0.0,2020-01-30
302,湖北省,4903,90,162,宜昌,54.0,0.0,0.0,117.0,0.0,1.0,2020-01-30
303,湖北省,4903,90,162,黄石,27.0,0.0,0.0,113.0,0.0,1.0,2020-01-30
304,湖北省,4903,90,162,恩施州,15.0,0.0,0.0,66.0,0.0,0.0,2020-01-30
305,湖北省,4903,90,162,仙桃,23.0,0.0,0.0,55.0,0.0,0.0,2020-01-30
306,湖北省,4903,90,162,天门,10.0,0.0,0.0,44.0,0.0,3.0,2020-01-30
307,湖北省,4903,90,162,潜江,2.0,0.0,0.0,10.0,0.0,1.0,2020-01-30
308,湖北省,4903,90,162,神农架林区,2.0,0.0,0.0,5.0,0.0,0.0,2020-01-30
309,湖北省,4903,90,162,未知地区,0.0,0.0,0.0,0.0,32.0,0.0,2020-01-30
310,湖北省,3554,87,125,武汉,315.0,7.0,19.0,1905.0,54.0,104.0,2020-01-29
311,湖北省,3554,87,125,黄冈,111.0,0.0,1.0,324.0,2.0,5.0,2020-01-29
312,湖北省,3554,87,125,孝感,101.0,0.0,2.0,274.0,0.0,3.0,2020-01-29
313,湖北省,3554,87,125,荆门,28.0,0.0,1.0,142.0,0.0,4.0,2020-01-29
314,湖北省,3554,87,125,襄阳,61.0,0.0,0.0,131.0,0.0,0.0,2020-01-29
315,湖北省,3554,87,125,随州,46.0,0.0,0.0,116.0,0.0,0.0,2020-01-29
316,湖北省,3554,87,125,咸宁,21.0,0.0,0.0,112.0,0.0,0.0,2020-01-29
317,湖北省,3554,87,125,荆州,30.0,0.0,0.0,101.0,1.0,2.0,2020-01-29
318,湖北省,3554,87,125,十堰,23.0,0.0,0.0,88.0,0.0,0.0,2020-01-29
319,湖北省,3554,87,125,黄石,33.0,0.0,0.0,86.0,0.0,1.0,2020-01-29
320,湖北省,3554,87,125,鄂州,27.0,0.0,1.0,84.0,0.0,1.0,2020-01-29
321,湖北省,3554,87,125,宜昌,12.0,0.0,0.0,63.0,0.0,1.0,2020-01-29
322,湖北省,3554,87,125,恩施州,13.0,0.0,0.0,51.0,0.0,0.0,2020-01-29
323,湖北省,3554,87,125,天门,11.0,0.0,1.0,34.0,0.0,3.0,2020-01-29
324,湖北省,3554,87,125,仙桃,5.0,0.0,0.0,32.0,0.0,0.0,2020-01-29
325,湖北省,3554,87,125,潜江,1.0,0.0,0.0,8.0,0.0,1.0,2020-01-29
326,湖北省,3554,87,125,神农架林区,2.0,0.0,0.0,3.0,0.0,0.0,2020-01-29
327,湖北省,2714,52,100,武汉,892.0,5.0,22.0,1590.0,47.0,85.0,2020-01-28
329,湖北省,2714,52,100,孝感,73.0,0.0,0.0,173.0,0.0,1.0,2020-01-28
330,湖北省,2714,52,100,荆门,24.0,0.0,0.0,114.0,0.0,3.0,2020-01-28
331,湖北省,2714,52,100,咸宁,27.0,0.0,0.0,91.0,0.0,0.0,2020-01-28
332,湖北省,2714,52,100,荆州,24.0,0.0,0.0,71.0,1.0,2.0,2020-01-28
333,湖北省,2714,52,100,随州,18.0,0.0,0.0,70.0,0.0,0.0,2020-01-28
334,湖北省,2714,52,100,襄阳,34.0,0.0,0.0,70.0,0.0,0.0,2020-01-28
335,湖北省,2714,52,100,十堰,25.0,0.0,0.0,65.0,0.0,0.0,2020-01-28
336,湖北省,2714,52,100,鄂州,37.0,0.0,0.0,57.0,0.0,0.0,2020-01-28
337,湖北省,2714,52,100,黄石,17.0,0.0,0.0,53.0,0.0,1.0,2020-01-28
338,湖北省,2714,52,100,宜昌,20.0,0.0,0.0,51.0,0.0,1.0,2020-01-28
339,湖北省,2714,52,100,恩施州,13.0,0.0,0.0,38.0,0.0,0.0,2020-01-28
340,湖北省,2714,52,100,仙桃,15.0,0.0,0.0,27.0,0.0,0.0,2020-01-28
341,湖北省,2714,52,100,天门,10.0,0.0,2.0,23.0,0.0,2.0,2020-01-28
342,湖北省,2714,52,100,潜江,2.0,0.0,0.0,7.0,0.0,1.0,2020-01-28
343,湖北省,2714,52,100,神农架林区,0.0,0.0,0.0,1.0,0.0,0.0,2020-01-28
344,湖北省,1423,47,76,武汉,80.0,2.0,18.0,698.0,42.0,63.0,2020-01-27
345,湖北省,1423,47,76,黄冈,32.0,2.0,2.0,154.0,4.0,4.0,2020-01-27
346,湖北省,1423,47,76,孝感,45.0,0.0,1.0,100.0,0.0,1.0,2020-01-27
347,湖北省,1423,47,76,荆门,52.0,0.0,2.0,90.0,0.0,3.0,2020-01-27
348,湖北省,1423,47,76,咸宁,21.0,0.0,0.0,64.0,0.0,0.0,2020-01-27
349,湖北省,1423,47,76,随州,16.0,0.0,0.0,52.0,0.0,0.0,2020-01-27
350,湖北省,1423,47,76,荆州,14.0,1.0,0.0,47.0,1.0,2.0,2020-01-27
351,湖北省,1423,47,76,十堰,20.0,0.0,0.0,40.0,0.0,0.0,2020-01-27
352,湖北省,1423,47,76,黄石,5.0,0.0,0.0,36.0,0.0,1.0,2020-01-27
353,湖北省,1423,47,76,襄阳,28.0,0.0,0.0,36.0,0.0,0.0,2020-01-27
354,湖北省,1423,47,76,宜昌,11.0,0.0,0.0,31.0,0.0,1.0,2020-01-27
355,湖北省,1423,47,76,恩施州,8.0,0.0,0.0,25.0,0.0,0.0,2020-01-27
356,湖北省,1423,47,76,鄂州,19.0,0.0,0.0,20.0,0.0,0.0,2020-01-27
357,湖北省,1423,47,76,天门,8.0,0.0,0.0,13.0,0.0,0.0,2020-01-27
358,湖北省,1423,47,76,仙桃,1.0,0.0,0.0,12.0,0.0,0.0,2020-01-27
359,湖北省,1423,47,76,潜江,0.0,0.0,0.0,5.0,0.0,1.0,2020-01-27
360,湖北省,1058,42,52,武汉,46.0,8.0,7.0,618.0,40.0,45.0,2020-01-26
361,湖北省,1058,42,52,黄冈,58.0,2.0,2.0,122.0,2.0,2.0,2020-01-26
362,湖北省,1058,42,52,孝感,29.0,0.0,0.0,55.0,0.0,0.0,2020-01-26
363,湖北省,1058,42,52,咸宁,0.0,0.0,0.0,43.0,0.0,0.0,2020-01-26
364,湖北省,1058,42,52,荆门,17.0,0.0,1.0,38.0,0.0,1.0,2020-01-26
365,湖北省,1058,42,52,随州,31.0,0.0,0.0,36.0,0.0,0.0,2020-01-26
366,湖北省,1058,42,52,荆州,23.0,0.0,2.0,33.0,0.0,2.0,2020-01-26
367,湖北省,1058,42,52,黄石,0.0,0.0,0.0,31.0,0.0,1.0,2020-01-26
368,湖北省,1058,42,52,宜昌,19.0,0.0,0.0,20.0,0.0,1.0,2020-01-26
369,湖北省,1058,42,52,十堰,15.0,0.0,0.0,20.0,0.0,0.0,2020-01-26
370,湖北省,1058,42,52,恩施州,6.0,0.0,0.0,17.0,0.0,0.0,2020-01-26
371,湖北省,1058,42,52,仙桃,1.0,0.0,0.0,11.0,0.0,0.0,2020-01-26
372,湖北省,1058,42,52,襄阳,7.0,0.0,0.0,8.0,0.0,0.0,2020-01-26
373,湖北省,1058,42,52,天门,2.0,0.0,0.0,5.0,0.0,0.0,2020-01-26
374,湖北省,1058,42,52,鄂州,0.0,0.0,0.0,1.0,0.0,0.0,2020-01-26
375,湖北省,730,32,39,武汉,77.0,1.0,15.0,572.0,32.0,38.0,2020-01-25
376,湖北省,730,32,39,黄冈,52.0,0.0,0.0,64.0,0.0,0.0,2020-01-25
377,湖北省,730,32,39,黄石,0.0,0.0,0.0,31.0,0.0,1.0,2020-01-25
378,湖北省,730,32,39,孝感,4.0,0.0,0.0,26.0,0.0,0.0,2020-01-25
379,湖北省,730,32,39,荆门,13.0,0.0,0.0,21.0,0.0,0.0,2020-01-25
380,湖北省,730,32,39,恩施州,0.0,0.0,0.0,11.0,0.0,0.0,2020-01-25
381,湖北省,730,32,39,荆州,2.0,0.0,0.0,10.0,0.0,0.0,2020-01-25
382,湖北省,730,32,39,仙桃,8.0,0.0,0.0,10.0,0.0,0.0,2020-01-25
383,湖北省,730,32,39,十堰,4.0,0.0,0.0,5.0,0.0,0.0,2020-01-25
384,湖北省,730,32,39,随州,0.0,0.0,0.0,5.0,0.0,0.0,2020-01-25
385,湖北省,730,32,39,天门,0.0,0.0,0.0,3.0,0.0,0.0,2020-01-25
386,湖北省,730,32,39,宜昌,0.0,0.0,0.0,1.0,0.0,1.0,2020-01-25
387,湖北省,730,32,39,鄂州,0.0,0.0,0.0,1.0,0.0,0.0,2020-01-25
388,湖北省,730,32,39,襄阳,0.0,0.0,0.0,1.0,0.0,0.0,2020-01-25
389,湖北省,549,31,24,武汉,495.0,31.0,23.0,495.0,31.0,23.0,2020-01-24
390,湖北省,549,31,24,孝感,22.0,0.0,0.0,22.0,0.0,0.0,2020-01-24
391,湖北省,549,31,24,黄冈,12.0,0.0,0.0,12.0,0.0,0.0,2020-01-24
392,湖北省,549,31,24,荆州,8.0,0.0,0.0,8.0,0.0,0.0,2020-01-24
393,湖北省,549,31,24,荆门,8.0,0.0,0.0,8.0,0.0,0.0,2020-01-24
394,湖北省,549,31,24,仙桃,2.0,0.0,0.0,2.0,0.0,0.0,2020-01-24
395,湖北省,549,31,24,宜昌,1.0,0.0,1.0,1.0,0.0,1.0,2020-01-24
396,湖北省,549,31,24,十堰,1.0,0.0,0.0,1.0,0.0,0.0,2020-01-24
397,湖北省,549,31,24,武汉,495.0,31.0,23.0,495.0,31.0,23.0,2020/1/24
398,湖北省,549,31,24,孝感,22.0,0.0,0.0,22.0,0.0,0.0,2020/1/24
399,湖北省,549,31,24,黄冈,12.0,0.0,0.0,12.0,0.0,0.0,2020/1/24
400,湖北省,549,31,24,荆州,8.0,0.0,0.0,8.0,0.0,0.0,2020/1/24
401,湖北省,549,31,24,荆门,8.0,0.0,0.0,8.0,0.0,0.0,2020/1/24
402,湖北省,549,31,24,仙桃,2.0,0.0,0.0,2.0,0.0,0.0,2020/1/24
403,湖北省,549,31,24,宜昌,1.0,0.0,1.0,1.0,0.0,1.0,2020/1/24
404,湖北省,549,31,24,十堰,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/24
405,湖北省,730,32,39,武汉,77.0,1.0,15.0,572.0,32.0,38.0,2020/1/25
406,湖北省,730,32,39,黄冈,52.0,0.0,0.0,64.0,0.0,0.0,2020/1/25
407,湖北省,730,32,39,黄石,31.0,0.0,1.0,31.0,0.0,1.0,2020/1/25
408,湖北省,730,32,39,孝感,4.0,0.0,0.0,26.0,0.0,0.0,2020/1/25
409,湖北省,730,32,39,荆门,13.0,0.0,0.0,21.0,0.0,0.0,2020/1/25
410,湖北省,730,32,39,恩施州,11.0,0.0,0.0,11.0,0.0,0.0,2020/1/25
411,湖北省,730,32,39,荆州,2.0,0.0,0.0,10.0,0.0,0.0,2020/1/25
412,湖北省,730,32,39,仙桃,8.0,0.0,0.0,10.0,0.0,0.0,2020/1/25
413,湖北省,730,32,39,十堰,4.0,0.0,0.0,5.0,0.0,0.0,2020/1/25
414,湖北省,730,32,39,随州,5.0,0.0,0.0,5.0,0.0,0.0,2020/1/25
415,湖北省,730,32,39,天门,3.0,0.0,0.0,3.0,0.0,0.0,2020/1/25
416,湖北省,730,32,39,宜昌,0.0,0.0,0.0,1.0,0.0,1.0,2020/1/25
417,湖北省,730,32,39,鄂州,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/25
418,湖北省,730,32,39,襄阳,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/25
419,湖北省,1058,42,52,武汉,46.0,8.0,7.0,618.0,40.0,45.0,2020/1/26
420,湖北省,1058,42,52,黄冈,58.0,2.0,2.0,122.0,2.0,2.0,2020/1/26
421,湖北省,1058,42,52,孝感,29.0,0.0,0.0,55.0,0.0,0.0,2020/1/26
422,湖北省,1058,42,52,咸宁,43.0,0.0,0.0,43.0,0.0,0.0,2020/1/26
423,湖北省,1058,42,52,荆门,17.0,0.0,1.0,38.0,0.0,1.0,2020/1/26
424,湖北省,1058,42,52,随州,31.0,0.0,0.0,36.0,0.0,0.0,2020/1/26
425,湖北省,1058,42,52,荆州,23.0,0.0,2.0,33.0,0.0,2.0,2020/1/26
426,湖北省,1058,42,52,黄石,0.0,0.0,0.0,31.0,0.0,1.0,2020/1/26
427,湖北省,1058,42,52,宜昌,19.0,0.0,0.0,20.0,0.0,1.0,2020/1/26
428,湖北省,1058,42,52,十堰,15.0,0.0,0.0,20.0,0.0,0.0,2020/1/26
429,湖北省,1058,42,52,恩施州,6.0,0.0,0.0,17.0,0.0,0.0,2020/1/26
430,湖北省,1058,42,52,仙桃,1.0,0.0,0.0,11.0,0.0,0.0,2020/1/26
431,湖北省,1058,42,52,襄阳,7.0,0.0,0.0,8.0,0.0,0.0,2020/1/26
432,湖北省,1058,42,52,天门,2.0,0.0,0.0,5.0,0.0,0.0,2020/1/26
433,湖北省,1058,42,52,鄂州,0.0,0.0,0.0,1.0,0.0,0.0,2020/1/26
434,湖北省,1423,47,76,武汉,80.0,2.0,18.0,698.0,42.0,63.0,2020/1/27
435,湖北省,1423,47,76,黄冈,32.0,2.0,2.0,154.0,4.0,4.0,2020/1/27
436,湖北省,1423,47,76,孝感,45.0,0.0,1.0,100.0,0.0,1.0,2020/1/27
437,湖北省,1423,47,76,荆门,52.0,0.0,2.0,90.0,0.0,3.0,2020/1/27
438,湖北省,1423,47,76,咸宁,21.0,0.0,0.0,64.0,0.0,0.0,2020/1/27
439,湖北省,1423,47,76,随州,16.0,0.0,0.0,52.0,0.0,0.0,2020/1/27
440,湖北省,1423,47,76,荆州,14.0,1.0,0.0,47.0,1.0,2.0,2020/1/27
441,湖北省,1423,47,76,十堰,20.0,0.0,0.0,40.0,0.0,0.0,2020/1/27
442,湖北省,1423,47,76,黄石,5.0,0.0,0.0,36.0,0.0,1.0,2020/1/27
443,湖北省,1423,47,76,襄阳,28.0,0.0,0.0,36.0,0.0,0.0,2020/1/27
444,湖北省,1423,47,76,宜昌,11.0,0.0,0.0,31.0,0.0,1.0,2020/1/27
445,湖北省,1423,47,76,恩施州,8.0,0.0,0.0,25.0,0.0,0.0,2020/1/27
446,湖北省,1423,47,76,鄂州,19.0,0.0,0.0,20.0,0.0,0.0,2020/1/27
447,湖北省,1423,47,76,天门,8.0,0.0,0.0,13.0,0.0,0.0,2020/1/27
448,湖北省,1423,47,76,仙桃,1.0,0.0,0.0,12.0,0.0,0.0,2020/1/27
449,湖北省,1423,47,76,潜江,5.0,0.0,1.0,5.0,0.0,1.0,2020/1/27
450,湖北省,2714,52,100,武汉,892.0,5.0,22.0,1590.0,47.0,85.0,2020/1/28
452,湖北省,2714,52,100,孝感,73.0,0.0,0.0,173.0,0.0,1.0,2020/1/28
453,湖北省,2714,52,100,荆门,24.0,0.0,0.0,114.0,0.0,3.0,2020/1/28
454,湖北省,2714,52,100,咸宁,27.0,0.0,0.0,91.0,0.0,0.0,2020/1/28
455,湖北省,2714,52,100,荆州,24.0,0.0,0.0,71.0,1.0,2.0,2020/1/28
456,湖北省,2714,52,100,随州,18.0,0.0,0.0,70.0,0.0,0.0,2020/1/28
457,湖北省,2714,52,100,襄阳,34.0,0.0,0.0,70.0,0.0,0.0,2020/1/28
458,湖北省,2714,52,100,十堰,25.0,0.0,0.0,65.0,0.0,0.0,2020/1/28
459,湖北省,2714,52,100,鄂州,37.0,0.0,0.0,57.0,0.0,0.0,2020/1/28
460,湖北省,2714,52,100,黄石,17.0,0.0,0.0,53.0,0.0,1.0,2020/1/28
461,湖北省,2714,52,100,宜昌,20.0,0.0,0.0,51.0,0.0,1.0,2020/1/28
462,湖北省,2714,52,100,恩施州,13.0,0.0,0.0,38.0,0.0,0.0,2020/1/28
463,湖北省,2714,52,100,仙桃,15.0,0.0,0.0,27.0,0.0,0.0,2020/1/28
464,湖北省,2714,52,100,天门,10.0,0.0,2.0,23.0,0.0,2.0,2020/1/28
465,湖北省,2714,52,100,潜江,2.0,0.0,0.0,7.0,0.0,1.0,2020/1/28
466,湖北省,2714,52,100,神农架林区,1.0,0.0,0.0,1.0,0.0,0.0,2020/1/28
467,湖北省,3554,87,125,武汉,315.0,7.0,19.0,1905.0,54.0,104.0,2020/1/29
468,湖北省,3554,87,125,黄冈,111.0,0.0,1.0,324.0,2.0,5.0,2020/1/29
469,湖北省,3554,87,125,孝感,101.0,0.0,2.0,274.0,0.0,3.0,2020/1/29
470,湖北省,3554,87,125,荆门,28.0,0.0,1.0,142.0,0.0,4.0,2020/1/29
471,湖北省,3554,87,125,襄阳,61.0,0.0,0.0,131.0,0.0,0.0,2020/1/29
472,湖北省,3554,87,125,随州,46.0,0.0,0.0,116.0,0.0,0.0,2020/1/29
473,湖北省,3554,87,125,咸宁,21.0,0.0,0.0,112.0,0.0,0.0,2020/1/29
474,湖北省,3554,87,125,荆州,30.0,0.0,0.0,101.0,1.0,2.0,2020/1/29
475,湖北省,3554,87,125,十堰,23.0,0.0,0.0,88.0,0.0,0.0,2020/1/29
476,湖北省,3554,87,125,黄石,33.0,0.0,0.0,86.0,0.0,1.0,2020/1/29
477,湖北省,3554,87,125,鄂州,27.0,0.0,1.0,84.0,0.0,1.0,2020/1/29
478,湖北省,3554,87,125,宜昌,12.0,0.0,0.0,63.0,0.0,1.0,2020/1/29
479,湖北省,3554,87,125,恩施州,13.0,0.0,0.0,51.0,0.0,0.0,2020/1/29
480,湖北省,3554,87,125,天门,11.0,0.0,1.0,34.0,0.0,3.0,2020/1/29
481,湖北省,3554,87,125,仙桃,5.0,0.0,0.0,32.0,0.0,0.0,2020/1/29
482,湖北省,3554,87,125,潜江,1.0,0.0,0.0,8.0,0.0,1.0,2020/1/29
483,湖北省,3554,87,125,神农架林区,2.0,0.0,0.0,3.0,0.0,0.0,2020/1/29
484,湖北省,4903,90,162,武汉,356.0,0.0,25.0,2261.0,54.0,129.0,2020/1/30
485,湖北省,4903,90,162,黄冈,172.0,3.0,7.0,496.0,5.0,12.0,2020/1/30
486,湖北省,4903,90,162,孝感,125.0,0.0,3.0,399.0,0.0,6.0,2020/1/30
487,湖北省,4903,90,162,荆门,49.0,0.0,0.0,191.0,0.0,4.0,2020/1/30
488,湖北省,4903,90,162,襄阳,32.0,0.0,0.0,163.0,0.0,0.0,2020/1/30
489,湖北省,4903,90,162,荆州,50.0,0.0,1.0,151.0,1.0,3.0,2020/1/30
490,湖北省,4903,90,162,随州,27.0,0.0,0.0,143.0,0.0,0.0,2020/1/30
491,湖北省,4903,90,162,咸宁,18.0,0.0,0.0,130.0,0.0,0.0,2020/1/30
492,湖北省,4903,90,162,鄂州,39.0,0.0,1.0,123.0,0.0,2.0,2020/1/30
493,湖北省,4903,90,162,十堰,31.0,0.0,0.0,119.0,0.0,0.0,2020/1/30
494,湖北省,4903,90,162,宜昌,54.0,0.0,0.0,117.0,0.0,1.0,2020/1/30
495,湖北省,4903,90,162,黄石,27.0,0.0,0.0,113.0,0.0,1.0,2020/1/30
496,湖北省,4903,90,162,恩施州,15.0,0.0,0.0,66.0,0.0,0.0,2020/1/30
497,湖北省,4903,90,162,仙桃,23.0,0.0,0.0,55.0,0.0,0.0,2020/1/30
498,湖北省,4903,90,162,天门,10.0,0.0,0.0,44.0,0.0,3.0,2020/1/30
499,湖北省,4903,90,162,潜江,2.0,0.0,0.0,10.0,0.0,1.0,2020/1/30
500,湖北省,4903,90,162,神农架林区,2.0,0.0,0.0,5.0,0.0,0.0,2020/1/30
501,湖北省,5806,141,204,武汉,378.0,49.0,30.0,2639.0,103.0,159.0,2020/1/31
502,湖北省,5806,141,204,黄冈,77.0,1.0,0.0,573.0,6.0,12.0,2020/1/31
503,湖北省,5806,141,204,孝感,142.0,2.0,3.0,541.0,2.0,9.0,2020/1/31
504,湖北省,5806,141,204,襄阳,123.0,0.0,0.0,286.0,0.0,0.0,2020/1/31
505,湖北省,5806,141,204,随州,85.0,0.0,0.0,228.0,0.0,0.0,2020/1/31
506,湖北省,5806,141,204,荆门,36.0,0.0,1.0,227.0,0.0,5.0,2020/1/31
507,湖北省,5806,141,204,荆州,70.0,5.0,0.0,221.0,6.0,3.0,2020/1/31
508,湖北省,5806,141,204,鄂州,66.0,0.0,4.0,189.0,0.0,6.0,2020/1/31
509,湖北省,5806,141,204,黄石,55.0,0.0,0.0,168.0,0.0,1.0,2020/1/31
510,湖北省,5806,141,204,宜昌,50.0,0.0,0.0,167.0,0.0,1.0,2020/1/31
511,湖北省,5806,141,204,咸宁,36.0,0.0,0.0,166.0,0.0,0.0,2020/1/31
512,湖北省,5806,141,204,十堰,31.0,0.0,0.0,150.0,0.0,0.0,2020/1/31
513,湖北省,5806,141,204,仙桃,35.0,0.0,1.0,90.0,0.0,1.0,2020/1/31
514,湖北省,5806,141,204,恩施州,9.0,0.0,0.0,75.0,0.0,0.0,2020/1/31
515,湖北省,5806,141,204,天门,23.0,0.0,3.0,67.0,0.0,6.0,2020/1/31
516,湖北省,5806,141,204,潜江,2.0,0.0,0.0,12.0,0.0,1.0,2020/1/31
517,湖北省,5806,141,204,神农架林区,2.0,2.0,0.0,7.0,2.0,0.0,2020/1/31
518,湖北省,7153,168,249,武汉,576.0,3.0,33.0,3215.0,106.0,192.0,2020/2/1
519,湖北省,7153,168,249,黄冈,153.0,11.0,2.0,726.0,17.0,14.0,2020/2/1
520,湖北省,7153,168,249,孝感,87.0,0.0,3.0,628.0,2.0,12.0,2020/2/1
521,湖北省,7153,168,249,襄阳,61.0,0.0,0.0,347.0,0.0,0.0,2020/2/1
522,湖北省,7153,168,249,随州,76.0,0.0,1.0,304.0,0.0,1.0,2020/2/1
524,湖北省,7153,168,249,宜昌,109.0,0.0,0.0,276.0,0.0,1.0,2020/2/1
525,湖北省,7153,168,249,荆门,24.0,1.0,0.0,251.0,1.0,5.0,2020/2/1
526,湖北省,7153,168,249,鄂州,38.0,0.0,3.0,227.0,0.0,9.0,2020/2/1
527,湖北省,7153,168,249,黄石,41.0,1.0,1.0,209.0,1.0,2.0,2020/2/1
528,湖北省,7153,168,249,咸宁,40.0,1.0,0.0,206.0,1.0,0.0,2020/2/1
529,湖北省,7153,168,249,十堰,27.0,0.0,0.0,177.0,0.0,0.0,2020/2/1
530,湖北省,7153,168,249,仙桃,7.0,0.0,0.0,97.0,0.0,1.0,2020/2/1
531,湖北省,7153,168,249,恩施州,12.0,1.0,0.0,87.0,1.0,0.0,2020/2/1
532,湖北省,7153,168,249,天门,15.0,0.0,1.0,82.0,0.0,7.0,2020/2/1
533,湖北省,7153,168,249,潜江,15.0,0.0,0.0,27.0,0.0,1.0,2020/2/1
534,湖北省,7153,168,249,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020/2/1
535,湖北省,9074,267,294,武汉,894.0,69.0,32.0,4109.0,175.0,224.0,2020/2/2
536,湖北省,9074,267,294,黄冈,276.0,10.0,1.0,1002.0,27.0,15.0,2020/2/2
537,湖北省,9074,267,294,孝感,121.0,0.0,2.0,749.0,2.0,14.0,2020/2/2
538,湖北省,9074,267,294,襄阳,94.0,0.0,0.0,441.0,0.0,0.0,2020/2/2
539,湖北省,9074,267,294,随州,80.0,3.0,2.0,384.0,3.0,3.0,2020/2/2
540,湖北省,9074,267,294,宜昌,77.0,0.0,0.0,353.0,0.0,1.0,2020/2/2
541,湖北省,9074,267,294,荆州,46.0,2.0,0.0,333.0,4.0,4.0,2020/2/2
542,湖北省,9074,267,294,荆门,78.0,2.0,2.0,329.0,3.0,7.0,2020/2/2
543,湖北省,9074,267,294,鄂州,51.0,2.0,4.0,278.0,2.0,13.0,2020/2/2
544,湖北省,9074,267,294,黄石,43.0,7.0,0.0,252.0,8.0,2.0,2020/2/2
545,湖北省,9074,267,294,咸宁,40.0,0.0,0.0,246.0,1.0,0.0,2020/2/2
546,湖北省,9074,267,294,十堰,35.0,1.0,0.0,212.0,1.0,0.0,2020/2/2
547,湖北省,9074,267,294,仙桃,43.0,0.0,2.0,140.0,0.0,3.0,2020/2/2
548,湖北省,9074,267,294,恩施州,18.0,3.0,0.0,105.0,4.0,0.0,2020/2/2
549,湖北省,9074,267,294,天门,17.0,0.0,0.0,99.0,0.0,7.0,2020/2/2
550,湖北省,9074,267,294,潜江,8.0,0.0,0.0,35.0,0.0,1.0,2020/2/2
551,湖北省,9074,267,294,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020/2/2
552,湖北省,11177,300,350,武汉,1033.0,53.0,41.0,5142.0,228.0,265.0,2020/2/3
553,湖北省,11177,300,350,黄冈,244.0,5.0,2.0,1246.0,32.0,17.0,2020/2/3
554,湖北省,11177,300,350,孝感,169.0,0.0,0.0,918.0,2.0,14.0,2020/2/3
555,湖北省,11177,300,350,襄阳,107.0,1.0,0.0,548.0,1.0,0.0,2020/2/3
556,湖北省,11177,300,350,荆州,166.0,2.0,2.0,499.0,6.0,6.0,2020/2/3
557,湖北省,11177,300,350,随州,74.0,0.0,2.0,458.0,3.0,5.0,2020/2/3
558,湖北省,11177,300,350,宜昌,39.0,2.0,0.0,392.0,2.0,1.0,2020/2/3
559,湖北省,11177,300,350,荆门,16.0,3.0,4.0,345.0,6.0,11.0,2020/2/3
560,湖北省,11177,300,350,黄石,82.0,0.0,0.0,334.0,8.0,2.0,2020/2/3
561,湖北省,11177,300,350,鄂州,28.0,0.0,2.0,306.0,2.0,15.0,2020/2/3
562,湖北省,11177,300,350,咸宁,50.0,0.0,0.0,296.0,1.0,0.0,2020/2/3
563,湖北省,11177,300,350,十堰,44.0,1.0,0.0,256.0,2.0,0.0,2020/2/3
564,湖北省,11177,300,350,仙桃,29.0,0.0,0.0,169.0,0.0,3.0,2020/2/3
565,湖北省,11177,300,350,天门,16.0,0.0,3.0,115.0,0.0,10.0,2020/2/3
